crop_type,month,temperature_celsius,humidity_percent,pressure_hpa,rainfall_mm,wind_speed_mps,quantity_normalized
Tree Nuts,9,21.2,73.1,1016.2,69.9,4.4,0.2599
Rice,9,19.0,62.9,1016.6,92.4,1.2,0.4518
Sugar,11,4.7,65.4,1010.2,54.1,3.5,0.0
Rice,6,27.3,79.3,1012.0,144.8,0.6,0.6459
Corn,2,2.6,39.4,1012.4,52.0,2.0,0.0111
Soybean,4,17.2,76.0,1008.4,27.7,3.3,0.0
Barley,11,6.8,72.5,1015.3,49.4,0.0,0.0177
Barley,6,28.7,86.9,1014.3,86.0,5.8,0.1839
Barley,6,29.7,87.3,1015.7,155.8,1.9,0.3405
Barley,4,16.9,71.9,1017.4,198.4,4.8,0.4168
Rice,7,25.2,67.9,1012.6,100.8,4.8,0.6923
Barley,5,21.8,69.7,1010.8,17.7,2.6,0.0277
Tree Nuts,7,22.9,88.0,1009.0,74.8,2.6,0.572
Sugar,3,8.2,49.4,1012.4,15.3,2.4,0.0322
Barley,4,13.7,51.8,1012.4,41.0,3.9,0.0572
Soybean,4,7.7,61.3,1010.5,55.4,3.2,0.0
Hay,5,23.2,90.0,1009.6,33.2,3.1,0.0769
Corn,5,27.1,71.2,1005.6,19.5,4.5,0.3586
Cotton,10,17.8,69.0,1011.1,93.5,4.4,0.1987
Barley,3,8.3,35.0,1010.6,0.0,5.4,0.0
Soybean,4,19.3,73.3,1008.8,64.9,0.9,0.0812
Sugar,2,-1.2,86.4,1011.2,48.6,5.6,0.0
Hay,4,20.2,76.0,1015.8,72.6,0.0,0.0
Sorghum,12,2.7,62.9,1007.7,57.2,3.9,0.0
Cotton,9,25.3,76.3,1012.0,60.1,3.4,0.257
Wheat,4,14.9,82.9,1011.3,0.0,0.0,0.0622
Wheat,12,3.3,68.1,1015.4,167.3,3.0,0.0287
Soybean,1,3.7,50.1,1011.7,60.2,2.9,0.0701
Hay,6,26.8,67.4,1015.7,113.8,1.6,0.2375
Barley,2,1.4,61.0,1010.7,28.4,1.4,0.0
Tree Nuts,9,21.4,64.7,1015.6,50.7,2.7,0.2605
Soybean,3,7.6,47.8,1004.1,0.0,2.9,0.0108
Rice,5,26.1,85.6,1011.9,60.1,4.3,0.4849
Sugar,2,4.4,55.0,1012.1,88.7,7.5,0.055
Sugar,7,28.3,90.3,1010.2,97.2,2.5,0.5204
Sugar,4,12.0,59.0,1012.9,12.8,1.7,0.0912
Sugar,8,27.0,64.2,1016.0,69.7,2.1,0.4737
Barley,3,10.7,59.9,1017.3,0.0,5.1,0.1409
Cotton,4,15.1,78.3,1009.3,55.9,8.8,0.3289
Cotton,9,22.5,66.5,1005.7,117.5,3.9,0.3998
Barley,5,21.5,62.4,1007.2,49.8,5.7,0.2964
Cotton,5,20.2,72.8,1000.9,24.9,0.0,0.4218
Soybean,10,17.2,62.8,1011.9,44.1,1.3,0.0244
Soybean,9,22.0,58.0,1008.5,76.0,2.9,0.2406
Cotton,7,34.5,63.8,1013.8,76.3,0.4,0.1561
Corn,2,-3.6,54.8,1022.2,126.2,6.5,0.0
Sugar,8,27.0,74.4,1016.7,56.0,3.2,0.4865
Wheat,1,0.5,46.1,1010.5,29.7,0.7,0.0
Hay,11,4.0,58.3,1006.7,97.6,1.9,0.0493
Tree Nuts,9,22.8,79.5,1012.5,85.9,1.7,0.4976
Soybean,2,1.8,58.8,1016.5,55.0,1.5,0.0331
Tree Nuts,10,18.8,81.5,1010.5,115.8,5.8,0.097
Tree Nuts,3,2.7,70.0,1009.0,57.4,4.5,0.0
Sugar,3,7.1,52.4,1010.2,56.2,0.3,0.1125
Cotton,3,5.1,43.1,1015.9,0.0,3.9,0.0415
Cotton,1,1.9,41.6,1012.3,2.6,0.0,0.0
Hay,8,31.0,85.0,1011.4,82.2,0.3,0.4852
Tree Nuts,12,2.7,56.3,1014.7,44.4,2.7,0.0
Tree Nuts,1,0.5,43.6,1019.4,49.5,0.5,0.0169
Barley,11,11.8,49.1,1016.1,38.3,4.5,0.0
Barley,4,17.2,50.3,1021.3,47.3,1.7,0.157
Soybean,11,1.5,59.6,1006.0,120.7,2.3,0.0
Sugar,9,23.0,66.3,1010.6,99.5,1.8,0.6599
Wheat,7,26.8,83.5,1010.5,56.6,3.2,0.4551
Tree Nuts,6,29.5,68.1,1009.7,22.9,4.5,0.423
Sorghum,4,12.2,56.4,1010.9,10.4,2.6,0.0716
Corn,1,-6.7,58.3,1011.3,54.8,3.4,0.0
Hay,10,9.5,58.2,1013.8,111.1,3.6,0.1439
Corn,11,9.3,51.6,1016.0,98.4,0.8,0.0497
Tree Nuts,4,10.4,62.5,1010.1,98.6,1.9,0.0
Barley,2,6.2,75.1,1007.4,40.0,1.1,0.0492
Hay,5,19.5,73.4,1016.6,129.3,2.5,0.1009
Sugar,4,7.4,67.0,1023.3,9.7,3.9,0.0152
Sugar,3,7.8,49.3,1010.1,84.7,4.3,0.0399
Barley,4,14.7,83.7,1010.0,7.1,0.0,0.0
Wheat,6,29.5,54.6,1013.3,41.2,4.1,0.1723
Corn,7,30.1,71.8,1010.1,217.1,2.7,0.5264
Barley,3,10.1,47.1,1019.5,1.8,1.3,0.0
Rice,4,21.6,62.5,1010.1,143.9,0.0,0.6206
Soybean,1,0.3,35.7,1008.7,39.0,2.3,0.0
Soybean,8,28.4,81.4,1020.6,99.3,1.7,0.7593
Corn,3,7.8,54.6,1016.6,80.6,0.7,0.0
Cotton,12,-2.0,54.4,1010.2,31.0,1.9,0.0
Hay,6,25.2,62.2,1011.0,69.5,0.1,0.2079
Wheat,1,-6.3,65.4,1022.1,63.3,3.9,0.079
Wheat,4,16.6,61.7,1015.8,44.2,0.8,0.0013
Wheat,12,1.7,44.3,1011.6,70.9,4.7,0.1076
Cotton,11,8.0,55.5,1014.7,58.1,4.5,0.1304
Barley,9,19.7,58.9,1016.1,131.9,5.5,0.4559
Wheat,6,28.9,62.7,1021.9,19.2,3.1,0.2319
Corn,12,6.3,52.2,1013.4,41.0,3.5,0.0
Hay,4,16.1,67.2,1007.3,45.9,2.5,0.0447
Sugar,10,16.2,63.8,1010.8,51.6,0.0,0.3476
Tree Nuts,12,2.5,61.7,1002.4,80.7,0.9,0.0
Sugar,5,25.1,78.5,1014.9,34.4,4.5,0.1991
Tree Nuts,6,24.8,62.5,1007.5,57.0,2.1,0.6018
Hay,1,-3.0,42.2,1006.9,40.9,5.3,0.1006
Barley,9,20.5,71.2,1012.8,62.4,2.3,0.4047
Sugar,6,31.7,80.0,1010.6,88.1,3.0,0.3017
Wheat,4,17.9,65.1,1014.5,0.0,4.6,0.0292
Soybean,12,2.0,44.8,1010.6,24.5,0.0,0.0
Sugar,9,24.8,51.5,1008.3,164.0,4.1,0.7849
Rice,11,3.8,53.9,1013.6,159.1,4.8,0.0192
Corn,2,1.8,58.6,1012.2,32.5,1.6,0.0158
Soybean,7,33.1,70.2,1015.1,58.5,4.8,0.3851
Hay,8,30.6,72.5,1011.7,149.1,2.6,0.6417
Wheat,7,31.3,84.4,1015.6,38.9,3.1,0.3538
Barley,3,6.6,62.7,1017.4,44.8,1.9,0.0
Hay,5,21.1,61.4,1009.7,55.8,1.0,0.1045
Tree Nuts,8,20.6,69.5,1015.3,214.8,1.3,0.293
Tree Nuts,7,34.9,82.0,1016.4,86.5,2.3,0.2247
Barley,1,-6.1,44.7,1008.0,33.6,7.9,0.0293
Wheat,11,4.3,43.2,1009.1,83.7,4.1,0.0759
Wheat,3,6.2,63.1,1014.9,51.5,2.1,0.0047
Rice,1,-0.5,49.6,1009.6,72.7,2.7,0.0
Hay,12,1.8,67.1,1014.0,99.1,3.5,0.0
Wheat,3,6.2,58.0,1012.5,170.7,3.6,0.0566
Rice,7,31.6,46.3,1016.7,61.9,4.6,0.1008
Sorghum,8,28.4,70.3,1018.2,81.3,6.0,0.6385
Soybean,8,29.3,67.5,1009.3,109.1,0.9,0.8879
Sorghum,9,22.1,64.3,1022.9,46.7,3.2,0.3264
Tree Nuts,8,31.5,86.8,1015.4,114.9,3.4,0.3752
Sorghum,5,22.2,70.3,1008.8,29.6,2.6,0.2349
Sugar,1,1.6,55.3,1010.1,32.5,2.3,0.0858
Tree Nuts,10,12.1,70.9,1016.1,99.7,2.3,0.0
Sugar,8,27.3,93.0,1005.9,99.7,2.9,0.6436
Rice,12,-1.2,64.9,1011.9,186.7,2.6,0.0
Rice,10,14.2,76.6,1015.0,97.8,3.2,0.0851
Cotton,11,5.2,59.8,1015.0,73.1,3.6,0.032
Wheat,12,-0.2,64.8,1023.7,73.5,5.8,0.048
Corn,9,24.5,76.9,1015.4,100.5,1.6,0.4667
Corn,6,30.4,82.6,1015.2,37.2,5.1,0.3037
Sorghum,2,3.5,57.7,1014.2,16.8,5.4,0.0
Soybean,1,0.3,47.5,1008.2,43.0,4.9,0.0
Sugar,5,26.4,82.6,1018.2,36.0,5.0,0.2261
Tree Nuts,9,22.7,76.3,1013.5,91.9,3.0,0.3102
Rice,6,29.7,62.4,1013.8,38.9,3.6,0.3166
Hay,9,21.3,87.1,1009.5,115.5,1.6,0.7318
Wheat,1,-1.0,72.7,1015.6,225.3,0.0,0.0
Soybean,6,29.7,69.9,1016.0,64.5,2.5,0.6589
Tree Nuts,1,-0.6,51.6,999.2,110.8,0.4,0.0628
Corn,12,8.0,53.2,1013.1,104.6,0.0,0.0552
Hay,8,36.1,86.8,1010.9,75.4,4.8,0.1628
Rice,3,7.4,55.5,1009.0,0.0,3.6,0.0343
Wheat,2,-3.6,59.0,1014.3,97.2,1.2,0.0
Hay,3,8.9,62.7,1010.7,0.0,1.8,0.0
Tree Nuts,5,23.0,63.5,1014.9,25.2,2.1,0.3336
Soybean,2,-0.1,33.8,1014.9,4.1,3.5,0.0
Hay,2,-0.4,60.6,1008.7,91.7,4.0,0.0
Hay,5,22.4,68.1,1011.8,108.2,4.1,0.0933
Barley,7,31.6,79.6,1016.6,137.7,7.4,0.1823
Soybean,10,10.8,65.7,1008.1,49.5,4.6,0.0667
Tree Nuts,10,11.7,76.0,1016.5,101.9,3.2,0.0
Wheat,3,11.3,62.9,1021.4,33.0,0.2,0.0088
Barley,9,24.4,71.6,1008.9,117.3,2.7,0.4926
Tree Nuts,9,21.9,63.9,1017.9,80.7,5.8,0.3146
Sorghum,3,5.4,61.7,1010.7,107.6,3.9,0.0208
Cotton,3,6.1,58.4,1014.7,0.0,1.0,0.0097
Rice,7,26.7,70.6,1017.9,60.6,3.0,0.5552
Soybean,5,21.9,84.0,1010.3,38.9,2.0,0.1357
Sorghum,1,-2.0,52.7,1010.7,65.1,2.2,0.0187
Barley,10,11.9,54.0,1009.7,76.8,4.2,0.1324
Corn,4,15.3,68.9,1008.0,31.5,4.8,0.0488
Corn,2,2.8,38.9,1009.7,76.4,5.5,0.0
Tree Nuts,1,1.3,48.2,1013.4,101.4,2.0,0.0
Corn,4,15.4,56.5,1017.7,36.5,2.1,0.1407
Barley,11,8.6,77.4,1010.1,103.5,5.7,0.0828
Cotton,1,-1.1,50.3,1015.7,42.3,1.8,0.1
Barley,4,17.9,74.7,1011.9,0.0,1.8,0.0
Soybean,3,11.0,46.9,1020.5,52.3,0.0,0.0
Corn,10,16.6,78.0,1018.0,173.6,1.7,0.0
Cotton,7,26.3,81.3,1020.0,121.3,0.0,0.7483
Cotton,2,5.3,65.1,1019.7,34.3,0.9,0.0402
Tree Nuts,2,1.0,75.8,1015.0,38.4,3.4,0.0
Soybean,8,29.9,67.2,1018.9,86.3,1.7,0.7405
Soybean,12,4.9,60.6,1017.0,45.3,2.1,0.0
Hay,9,24.3,75.6,1020.5,55.2,2.1,0.5838
Sorghum,4,14.7,58.5,1012.3,84.0,2.2,0.0
Wheat,3,15.5,56.2,1012.4,66.2,3.5,0.0918
Soybean,8,27.6,75.2,1008.0,93.7,1.3,0.7936
Barley,9,25.2,78.9,1005.6,58.4,2.9,0.3296
Wheat,6,30.5,52.4,1009.4,65.7,2.6,0.2478
Hay,1,2.3,50.8,1016.5,86.2,0.1,0.0
Tree Nuts,8,21.2,71.2,1014.1,75.2,4.1,0.4054
Rice,2,-2.5,38.9,1012.2,84.4,3.9,0.0344
Corn,8,28.1,77.5,1012.5,55.8,5.3,0.37
Rice,8,27.9,61.1,1014.0,111.7,4.5,0.4585
Sugar,9,22.3,67.9,1008.6,72.9,0.9,0.5399
Sugar,12,-0.8,46.3,1009.2,129.4,0.0,0.0
Barley,6,24.3,76.9,1009.5,121.0,8.1,0.4046
Cotton,9,22.4,73.4,1018.2,87.9,6.9,0.3122
Soybean,10,11.5,60.6,1011.5,96.3,0.0,0.0
Soybean,10,14.4,61.2,1005.0,97.2,3.4,0.0
Rice,7,29.3,81.0,1007.9,46.8,2.1,0.328
Wheat,5,26.1,60.6,1019.5,49.2,3.3,0.163
Wheat,8,24.3,60.7,1003.0,72.7,4.2,0.6997
Corn,10,13.3,83.9,1015.9,84.4,4.1,0.0
Rice,3,12.7,66.9,1009.2,47.7,4.1,0.0254
Soybean,12,3.9,56.4,1013.1,77.1,1.0,0.0
Rice,6,31.5,76.7,1019.8,36.2,2.7,0.1106
Wheat,9,22.0,68.6,1016.2,101.7,1.3,0.9687
Sugar,4,15.9,66.7,1009.3,105.1,3.4,0.1581
Tree Nuts,11,7.5,56.1,1020.6,87.5,3.2,0.0062
Barley,4,9.8,65.0,1011.6,70.8,3.1,0.1272
Wheat,11,7.3,65.8,1008.6,96.2,3.0,0.1182
Rice,3,7.2,63.6,1015.4,0.0,3.3,0.0024
Corn,5,22.9,61.3,1012.1,19.4,0.0,0.3414
Hay,11,8.1,60.4,1012.3,94.3,0.9,0.1048
Sorghum,9,20.1,45.2,1014.7,94.4,1.9,0.2556
Tree Nuts,9,17.5,81.5,1011.8,126.1,3.0,0.0985
Tree Nuts,11,8.7,54.7,1000.9,94.7,0.0,0.0957
Cotton,10,15.8,72.7,1009.9,69.8,2.3,0.1442
Corn,11,3.0,43.8,1004.3,54.7,2.7,0.0344
Wheat,1,0.2,55.0,1004.4,104.6,0.7,0.0163
Corn,10,13.7,65.9,1011.7,69.6,0.9,0.1446
Rice,5,17.8,65.9,1010.2,26.0,3.5,0.4143
Tree Nuts,4,11.0,67.4,1005.4,67.3,0.7,0.0
Soybean,7,27.1,90.0,1009.6,82.6,3.5,0.6741
Tree Nuts,9,20.0,73.6,1006.0,96.9,0.2,0.1719
Sorghum,3,12.7,42.1,1017.7,73.1,0.0,0.0692
Soybean,9,27.1,60.7,1013.6,58.9,3.7,0.4279
Corn,10,10.7,72.7,1008.8,109.4,3.2,0.0
Sugar,5,23.0,63.3,1022.1,7.5,3.0,0.0
Barley,7,31.6,68.6,1018.4,63.3,4.5,0.0933
Tree Nuts,9,23.7,84.1,1010.2,91.7,4.0,0.4213
Hay,3,10.7,68.0,1009.2,41.3,0.0,0.0982
Cotton,2,8.7,62.6,1011.4,35.0,3.3,0.0
Rice,6,25.1,91.1,1011.2,163.1,1.4,0.6245
Sorghum,2,0.7,48.8,1017.0,29.7,5.1,0.0119
Corn,1,4.2,49.7,1020.8,134.3,3.2,0.0
Sugar,7,28.1,65.2,1021.4,177.4,3.8,0.5485
Rice,6,32.5,65.8,1012.1,283.4,2.3,0.2199
Hay,10,17.9,67.7,1014.4,51.1,1.9,0.3104
Tree Nuts,10,17.2,56.8,1011.6,116.0,2.5,0.0797
Soybean,5,21.7,51.4,1011.3,78.8,3.0,0.2152
Corn,12,2.6,55.3,1017.4,155.3,3.0,0.0
Corn,4,19.3,78.6,1011.0,15.7,6.1,0.1375
Soybean,9,20.3,49.8,1014.0,231.9,4.7,0.183
Hay,8,25.8,74.3,1015.5,138.6,4.1,0.7301
Cotton,4,14.8,87.3,1004.0,95.2,0.0,0.5287
Rice,10,13.9,50.0,1007.1,41.0,2.5,0.0759
Hay,9,28.1,94.2,1005.4,103.0,2.2,0.7091
Soybean,11,8.7,59.8,1010.7,78.8,4.5,0.0335
Soybean,3,7.3,73.6,1015.9,19.8,5.1,0.036
Sorghum,7,24.6,81.6,1012.1,48.2,4.7,0.4843
Hay,9,19.7,75.9,1012.2,87.4,4.3,0.559
Wheat,5,25.7,73.6,1015.3,56.4,4.2,0.166
Sorghum,10,14.6,62.7,1015.4,85.8,3.7,0.0
Tree Nuts,2,-1.3,58.1,1010.7,10.2,3.9,0.0
Hay,12,5.0,38.8,1021.7,35.1,2.6,0.0
Hay,3,5.2,80.1,1011.6,96.4,2.0,0.0262
Sorghum,6,29.8,76.3,1023.7,154.1,3.1,0.855
Corn,12,1.5,39.7,1022.0,34.3,0.0,0.0
Soybean,7,25.0,86.5,1010.2,112.3,0.0,0.8732
Sugar,3,3.5,50.5,1015.0,59.6,1.0,0.0
Tree Nuts,11,9.7,71.0,1012.8,93.5,2.4,0.0721
Tree Nuts,10,15.6,77.4,1016.8,69.5,2.3,0.1256
Sorghum,3,11.1,56.3,1011.9,88.3,3.4,0.0509
Rice,11,8.3,44.4,1008.0,137.9,4.0,0.0369
Wheat,8,28.5,83.4,1022.0,71.1,6.0,0.6112
Wheat,11,5.7,57.3,1009.7,96.2,1.3,0.0496
Cotton,7,34.2,57.8,1011.1,184.4,3.4,0.2399
Barley,11,8.9,50.3,1018.0,108.7,3.3,0.0012
Barley,3,7.4,76.0,1015.1,63.4,0.6,0.0
Soybean,7,30.1,77.1,1022.4,126.0,4.3,0.9778
Soybean,11,10.0,45.2,1009.8,110.8,0.3,0.0
Sorghum,9,16.3,87.2,1012.6,149.9,0.5,0.1634
Wheat,5,24.0,77.0,1011.6,69.3,0.0,0.1807
Rice,5,20.9,72.4,1010.5,21.9,4.2,0.4241
Barley,12,2.9,47.8,1010.8,33.9,2.8,0.0123
Barley,4,9.9,64.0,1023.5,60.5,0.0,0.0217
Corn,4,17.4,92.4,1001.8,157.0,4.0,0.1955
Soybean,5,19.8,68.2,1010.4,50.0,5.6,0.1476
Sorghum,6,19.8,83.8,1012.4,51.5,0.4,0.3047
Barley,4,12.7,64.9,1015.0,43.3,0.6,0.049
Sugar,6,28.1,61.9,1015.0,88.4,2.3,0.3813
Tree Nuts,9,24.3,62.4,1006.0,144.8,6.9,0.3899
Barley,12,4.6,41.9,1008.8,72.7,6.7,0.0174
Soybean,7,27.7,90.0,1018.8,115.5,2.5,0.8954
Hay,1,-1.1,59.5,1007.2,2.9,4.6,0.0
Corn,3,8.5,49.8,1008.6,113.8,2.3,0.0291
Sorghum,1,1.0,62.4,1025.3,48.7,8.5,0.0
Wheat,3,7.6,62.7,1013.9,17.7,2.4,0.0616
Cotton,3,9.2,70.6,1016.7,58.5,5.8,0.1408
Cotton,11,7.2,68.8,1016.9,99.9,2.3,0.0204
Hay,4,11.8,79.3,1013.6,27.7,1.2,0.0976
Sugar,8,26.5,82.2,1010.4,79.8,5.0,0.4467
Corn,4,11.1,75.0,1017.1,29.9,4.4,0.0074
Wheat,3,5.7,55.1,1013.1,52.5,1.2,0.0111
Corn,10,13.8,70.5,1011.0,205.0,4.1,0.0
Soybean,6,26.8,64.6,1016.1,63.9,3.0,0.7134
Tree Nuts,11,6.2,55.2,1011.2,53.2,0.9,0.0005
Tree Nuts,3,8.2,72.1,1018.9,43.4,2.0,0.0089
Barley,2,1.4,63.6,1009.7,78.7,0.0,0.0
Corn,10,11.3,69.1,1017.5,69.6,2.9,0.0
Cotton,7,31.2,77.6,1017.4,104.0,4.5,0.4265
Sorghum,8,30.8,80.9,1015.9,71.5,3.8,0.558
Rice,10,15.5,54.0,1011.7,133.5,0.5,0.1747
Sorghum,11,8.0,61.8,1011.7,120.4,4.9,0.006
Cotton,11,8.2,63.9,1015.3,86.2,3.2,0.0405
Sorghum,9,23.9,67.8,1017.1,86.6,5.1,0.3559
Sorghum,9,22.4,75.5,1010.9,99.0,6.2,0.2722
Rice,6,29.9,62.8,1015.1,115.3,2.3,0.4565
Hay,7,30.5,70.7,1013.4,72.7,1.6,0.3346
Sorghum,8,25.6,63.8,1002.8,93.4,4.5,0.5243
Sugar,12,0.6,65.4,1010.2,28.9,1.9,0.0
Wheat,11,4.6,56.7,1017.5,152.0,4.3,0.0822
Hay,10,18.4,55.3,1010.1,44.3,4.4,0.213
Tree Nuts,8,30.1,76.5,1020.1,136.8,2.5,0.5143
Rice,3,4.8,64.5,1019.1,51.6,3.4,0.0125
Rice,1,-2.2,34.0,1008.6,45.4,4.3,0.0
Hay,10,14.7,49.5,1008.0,67.0,2.4,0.1796
Tree Nuts,10,13.3,56.1,1021.8,64.1,4.4,0.0
Barley,5,15.6,72.8,1013.0,2.4,1.7,0.0
Sugar,11,5.1,38.3,1020.1,29.2,4.6,0.0
Wheat,1,1.6,63.0,1023.3,66.5,0.1,0.0423
Sorghum,11,6.0,62.5,1014.3,107.7,3.1,0.0185
Soybean,2,0.8,54.2,1010.7,4.5,5.2,0.0058
Cotton,3,7.7,45.2,1006.2,39.1,2.7,0.0831
Barley,9,27.1,64.6,1018.6,110.7,3.5,0.3208
Cotton,11,10.4,62.0,1018.4,39.8,3.2,0.0
Barley,6,34.2,77.6,1004.7,36.9,0.0,0.0605
Cotton,9,17.4,65.7,1021.5,95.6,2.9,0.3523
Hay,8,25.0,83.4,1012.0,176.1,2.4,0.9194
Corn,2,1.8,53.4,1007.8,154.3,0.4,0.0
Sorghum,11,8.0,43.2,1013.0,59.8,5.3,0.0108
Corn,9,25.3,71.0,1012.0,88.7,5.4,0.412
Sorghum,11,8.0,52.2,1017.8,94.1,0.0,0.0
Cotton,2,4.8,59.4,1014.2,14.8,4.1,0.0
Sorghum,7,25.4,64.1,1014.8,75.2,5.0,0.6061
Soybean,7,33.9,75.9,1011.9,92.0,0.6,0.6003
Barley,3,6.3,44.2,1013.8,44.2,4.6,0.027
Cotton,7,27.7,71.3,1007.9,83.0,6.2,0.4433
Sorghum,4,17.4,54.7,1012.9,176.4,1.4,0.1008
Soybean,8,30.5,86.2,1011.7,70.3,0.0,0.574
Sorghum,4,15.7,69.8,1015.1,29.1,0.9,0.1172
Sorghum,2,5.1,53.1,1010.7,7.4,2.7,0.0
Wheat,11,7.0,48.9,1014.2,101.1,4.3,0.1227
Cotton,2,3.7,47.5,1007.2,230.1,5.4,0.0
Wheat,11,9.6,67.1,1015.5,39.5,4.5,0.0209
Corn,12,-1.8,50.0,1013.9,155.0,6.4,0.0329
Tree Nuts,10,16.4,73.3,1006.2,82.8,3.9,0.1134
Soybean,2,0.1,77.0,1009.2,50.1,4.4,0.0308
Tree Nuts,11,14.2,38.0,1013.5,59.7,4.3,0.0617
Wheat,12,4.7,72.3,1006.8,94.8,0.8,0.027
Rice,8,29.5,77.8,1010.0,66.6,4.4,0.2951
Cotton,11,11.8,52.0,1017.4,111.1,1.2,0.082
Barley,11,9.5,57.0,1016.7,49.0,2.3,0.0382
Soybean,3,10.5,73.7,1005.6,37.8,5.6,0.0
Cotton,7,38.1,79.5,1021.3,40.6,1.7,0.0914
Sugar,12,-0.7,53.4,1017.0,62.9,5.5,0.0741
Hay,5,22.9,60.9,1014.9,7.1,6.1,0.0637
Sugar,5,22.6,55.8,1010.8,15.0,2.4,0.1634
Sorghum,12,3.8,60.9,1012.4,91.8,4.0,0.0
Sugar,7,25.8,76.3,1005.7,84.3,3.9,0.5892
Wheat,8,24.5,61.6,1015.7,112.3,3.7,0.7617
Tree Nuts,6,21.0,84.6,1014.9,142.9,5.7,0.4648
Tree Nuts,12,-7.9,52.6,1010.5,62.8,6.6,0.0
Rice,8,29.6,91.0,1008.1,131.7,4.7,0.322
Wheat,2,-2.2,42.3,1020.8,25.8,2.6,0.0108
Soybean,11,2.8,68.2,1009.6,82.9,3.3,0.0
Sugar,3,10.8,55.0,1009.3,23.2,2.3,0.0
Wheat,5,21.1,75.3,1005.7,46.2,0.6,0.1269
Soybean,12,8.4,66.8,1001.8,82.3,3.7,0.0008
Corn,12,4.9,72.3,1009.4,80.0,4.5,0.0
Soybean,9,21.0,56.7,1015.6,61.0,7.6,0.0759
Corn,2,-0.6,46.7,1012.2,0.8,1.4,0.0519
Tree Nuts,4,10.6,56.2,1008.9,39.5,0.8,0.1004
Cotton,8,31.4,86.6,1011.4,77.5,7.3,0.256
Corn,8,26.4,59.8,1013.5,105.6,2.9,0.7362
Soybean,3,6.2,60.2,1015.6,73.7,6.5,0.0
Soybean,7,31.5,69.7,1020.1,32.1,1.1,0.3844
Wheat,2,-4.2,51.0,1016.6,11.1,4.7,0.1117
Sugar,8,26.5,92.8,1012.2,74.7,2.7,0.5462
Corn,5,22.7,82.3,1015.1,50.6,5.5,0.4286
Barley,7,33.3,76.6,1013.9,49.6,2.6,0.1067
Sorghum,7,28.2,70.0,1012.4,77.0,5.4,0.6223
Rice,4,10.3,59.0,1010.7,22.1,3.5,0.0655
Rice,6,23.9,67.9,1013.0,117.4,4.7,0.7166
Soybean,3,7.8,66.1,1018.0,11.9,2.3,0.0
Corn,4,10.1,60.6,1013.3,15.1,0.1,0.0392
Sugar,3,10.4,82.9,1010.3,77.8,5.3,0.0248
Corn,8,26.8,63.6,1010.2,65.7,3.2,0.4411
Wheat,10,18.0,52.0,1012.9,119.0,4.0,0.5502
Hay,12,-0.5,67.5,1011.7,39.3,4.7,0.0112
Sorghum,11,4.0,63.7,1011.8,41.5,3.5,0.0109
Sorghum,1,-5.4,52.3,1018.3,28.5,4.8,0.0
Rice,12,4.2,51.1,1008.6,53.6,2.5,0.0
Sugar,7,31.4,93.6,1009.6,116.0,1.9,0.303
Soybean,2,-1.4,67.0,1018.9,8.1,2.5,0.0257
Corn,7,29.7,85.5,1010.4,50.2,1.4,0.4715
Soybean,3,6.9,57.7,1009.7,85.7,0.0,0.0
Sorghum,7,25.0,68.8,1008.8,36.8,3.7,0.3352
Cotton,4,15.8,80.8,1012.7,51.0,2.1,0.3519
Barley,11,5.8,65.3,1014.6,64.5,2.7,0.0016
Hay,2,1.5,69.2,1009.9,23.9,5.7,0.0
Tree Nuts,9,18.9,46.7,1012.9,98.7,2.7,0.1579
Sorghum,6,23.5,72.3,1005.3,111.2,2.7,0.6669
Cotton,6,30.7,63.1,1006.0,66.0,2.2,0.3504
Hay,8,30.7,80.6,1016.5,86.1,1.3,0.459
Cotton,10,15.0,52.5,1010.9,175.4,0.0,0.149
Tree Nuts,8,25.7,84.2,1008.7,209.0,6.5,0.4392
Barley,2,-0.9,54.7,1015.6,33.6,0.0,0.0736
Sorghum,3,8.2,69.0,1015.3,47.1,0.0,0.0
Sugar,11,6.4,58.6,1013.6,85.7,2.6,0.0618
Sorghum,1,0.2,40.3,1008.7,21.9,2.5,0.0
Corn,1,2.4,50.5,1017.3,25.9,1.9,0.0
Sorghum,11,8.8,72.1,1009.1,130.5,2.2,0.0
Rice,9,25.7,58.3,1003.9,31.4,6.0,0.1753
Tree Nuts,9,19.5,66.5,1015.0,233.7,3.1,0.2446
Sorghum,2,-1.5,56.6,1012.9,47.1,0.2,0.0622
Hay,4,18.7,66.8,1009.3,91.9,7.5,0.0086
Barley,12,-2.8,51.2,1004.4,30.8,4.0,0.0
Sorghum,7,30.4,76.5,1002.9,109.5,1.6,0.8343
Barley,9,24.5,75.9,1013.7,127.4,2.2,0.406
Rice,12,-2.1,71.0,1014.7,119.7,2.8,0.0493
Tree Nuts,9,20.5,80.7,1011.5,141.0,2.3,0.1816
Barley,3,8.7,56.2,1020.4,34.2,0.0,0.0279
Sugar,1,-1.5,53.4,1013.8,54.5,1.3,0.0
Cotton,3,7.8,60.7,1013.2,34.0,1.0,0.0785
Sugar,7,29.7,67.2,1007.3,54.3,0.9,0.3668
Cotton,6,29.2,71.6,1003.8,97.3,2.2,0.6332
Sorghum,7,32.3,74.0,1010.4,56.5,4.3,0.415
Sugar,6,27.0,74.2,1003.1,98.6,3.7,0.4767
