crop_type,month,temperature_celsius,humidity_percent,pressure_hpa,rainfall_mm,wind_speed_mps,quantity_normalized
Grapes,9,17.7,81.5,1015.0,93.7,1.8,0.5669
Sugar Beets,11,7.1,75.3,1009.3,124.8,4.0,0.0706
Grapes,10,13.5,44.7,1007.2,59.0,1.6,0.181
Soybeans,8,29.7,84.9,1022.9,68.5,3.5,0.5834
Wheat,11,11.1,72.1,1015.9,160.8,3.4,0.2234
Peanuts,7,27.0,75.6,1017.0,61.1,4.5,0.5894
Corn,9,27.0,64.4,1014.5,134.5,5.2,0.393
Sorghum,1,-2.0,60.5,1015.7,60.0,0.9,0.064
Sunflowers,9,23.6,57.2,1018.9,104.4,3.8,0.6563
Sorghum,8,25.6,74.2,1005.6,119.0,2.5,0.7351
Oranges,2,1.6,54.3,1008.9,12.8,5.0,0.0166
Lettuce,9,24.7,87.4,1011.2,119.3,2.4,0.2042
Sorghum,5,23.0,50.4,1019.3,53.8,3.4,0.191
Peanuts,6,25.4,73.7,1015.8,106.2,3.9,0.6147
Lettuce,3,4.7,82.3,1010.7,90.5,4.1,0.0308
Sugar Beets,6,31.7,69.7,1014.7,26.1,7.8,0.0505
Tomatoes,7,28.6,78.8,1008.7,90.5,3.2,0.7742
Lettuce,12,-0.4,68.1,1007.2,67.3,2.5,0.0
Corn,8,28.9,61.5,1013.6,40.5,5.4,0.2951
Sorghum,1,5.5,70.1,1014.6,128.5,2.6,0.0
Sorghum,11,9.8,70.5,1011.0,140.0,3.8,0.1449
Lettuce,2,-0.8,66.6,1008.0,20.0,4.7,0.0
Apples,3,9.9,57.2,1016.8,39.6,1.9,0.0857
Almonds,11,11.2,62.3,1025.1,84.1,4.5,0.2418
Tomatoes,10,16.5,65.0,1007.8,174.6,1.8,0.188
Peanuts,12,-2.1,55.8,1011.8,116.1,7.0,0.0281
Grapes,6,29.5,76.2,1014.2,62.7,6.2,0.2827
Lettuce,7,32.4,82.4,1015.0,118.9,4.5,0.5914
Grapes,5,21.6,73.3,1011.0,44.6,4.0,0.202
Sorghum,1,-1.3,68.2,1010.0,24.0,2.3,0.0
Sugar Beets,8,30.5,66.0,1008.5,57.8,0.0,0.0894
Soybeans,2,1.5,51.8,1008.4,0.0,0.5,0.0172
Hay & Forages,12,-2.6,70.3,1012.8,55.9,4.4,0.0381
Barley,7,33.9,62.7,1012.1,121.9,0.0,0.3016
Cotton,7,31.0,100.0,1023.8,134.8,0.7,0.4082
Dry Beans,11,4.9,48.8,1007.8,112.3,2.1,0.0957
Apples,7,30.5,58.9,1010.6,120.0,4.4,0.6591
Canola,5,21.2,88.9,1018.1,28.6,4.6,0.2897
Oranges,5,24.9,69.0,1008.7,24.3,3.6,0.2267
Oranges,12,1.6,48.5,1011.8,39.1,0.2,0.019
Oranges,2,3.0,53.9,1021.4,23.1,5.3,0.0333
Soybeans,7,30.8,63.7,1008.7,95.4,5.2,0.7031
Sorghum,11,3.1,62.6,1007.8,81.8,4.2,0.0
Corn,9,22.4,66.7,1020.1,123.5,4.5,0.408
Cotton,1,0.6,52.3,1007.8,57.0,0.0,0.0
Dry Beans,10,13.7,57.2,1016.8,130.9,0.7,0.1357
Potatoes,3,9.7,41.7,1008.2,4.1,2.8,0.0648
Dry Beans,2,2.1,60.7,1016.4,57.6,2.2,0.0426
Dry Beans,12,1.2,51.5,1014.9,32.7,2.6,0.0335
Peanuts,9,27.4,73.0,1012.4,62.7,5.5,0.4362
Barley,8,26.9,86.2,1010.7,96.3,0.6,0.81
Oranges,8,25.8,65.9,1012.0,61.2,2.5,0.5132
Wheat,9,19.7,71.6,1014.9,59.6,2.8,0.5876
Hay & Forages,3,5.2,58.3,1009.4,2.5,0.7,0.0
Tomatoes,11,7.0,61.9,1024.0,114.1,0.0,0.0602
Sorghum,7,24.6,51.5,1016.6,107.1,4.9,0.6528
Sunflowers,4,13.4,72.2,1012.0,83.1,2.9,0.0
Tomatoes,11,9.3,56.6,1010.3,226.5,3.3,0.0813
Corn,2,-0.8,52.2,1017.4,0.0,3.0,0.0
Soybeans,9,22.1,76.1,1013.7,102.1,5.0,0.2875
Corn,12,4.2,73.1,1019.3,76.4,3.9,0.0
Sugar Beets,9,25.5,89.1,1012.7,163.3,5.6,0.4791
Soybeans,9,20.3,69.8,1012.9,119.5,6.1,0.1352
Almonds,10,17.2,51.3,1012.1,78.9,3.3,0.5779
Sugar Beets,1,-5.7,50.7,1015.1,35.4,0.7,0.0455
Potatoes,7,30.6,75.9,1005.9,129.5,3.5,0.4472
Sunflowers,5,26.9,62.5,1007.6,45.6,3.3,0.3307
Hay & Forages,11,10.2,63.4,1015.0,65.5,3.7,0.0374
Canola,10,13.3,50.0,1010.1,65.5,3.4,0.2376
Rice,11,8.2,72.9,1013.5,38.4,4.8,0.0423
Wheat,8,29.6,64.6,1012.7,83.2,4.2,0.6488
Peanuts,11,8.9,45.6,1013.9,73.1,3.6,0.0868
Lettuce,2,3.2,52.9,1011.6,0.0,3.8,0.0
Almonds,7,31.7,71.0,1005.4,51.8,1.7,0.1341
Corn,3,9.2,67.8,1013.2,46.9,2.0,0.0764
Potatoes,10,17.0,56.9,1010.9,188.2,1.8,0.4024
Barley,1,-3.8,54.2,1003.6,123.9,1.3,0.0
Lettuce,5,18.5,65.8,1019.0,95.0,3.7,0.1633
Potatoes,4,13.0,69.8,1013.1,5.7,3.0,0.0046
Dry Beans,10,11.8,57.2,1017.7,136.7,1.9,0.0
Barley,7,29.2,85.2,1021.1,61.5,4.9,0.5186
Dry Beans,9,16.6,51.6,1007.9,67.9,5.1,0.1643
Wheat,3,7.4,55.7,1014.9,24.4,0.0,0.0
Tomatoes,8,26.8,66.7,1016.2,76.6,3.9,0.8076
Apples,2,-0.1,40.5,1009.0,122.3,4.6,0.0
Peanuts,4,17.8,53.3,1015.3,38.4,2.9,0.0062
Wheat,8,27.9,82.4,1020.0,72.2,3.2,0.6709
Corn,6,26.3,73.6,1014.0,92.7,3.3,0.9052
Almonds,5,15.1,57.7,1008.7,45.2,4.4,0.2015
Barley,2,3.4,67.9,1014.3,44.1,6.0,0.0049
Sugar Beets,10,14.9,75.5,1019.0,105.1,5.8,0.2711
Oranges,9,18.5,82.5,1018.9,135.0,3.1,0.7751
Barley,10,17.7,73.6,1009.1,87.7,5.8,0.0489
Tomatoes,6,29.4,72.3,1016.0,70.0,3.2,0.5248
Oranges,12,-0.7,62.7,1010.2,39.9,5.5,0.0658
Sorghum,4,12.4,60.9,1012.7,65.7,1.3,0.0868
Grapes,6,25.9,71.6,1021.1,188.1,2.9,0.5341
Oranges,10,14.1,67.7,1007.1,133.1,1.2,0.4125
Dry Beans,2,5.7,56.0,1012.8,17.4,3.0,0.0
Sugar Beets,10,10.2,54.9,1018.0,101.2,4.7,0.0555
Rice,7,27.1,90.8,1011.8,67.0,3.8,0.4991
Sorghum,11,7.9,61.8,1010.1,95.9,2.0,0.0569
Potatoes,7,26.0,64.5,1018.3,60.1,3.6,0.5254
Sunflowers,3,12.4,78.7,1016.2,5.1,3.0,0.0
Hay & Forages,6,29.1,51.4,1014.3,117.4,1.3,0.3316
Apples,10,11.0,77.3,1022.4,61.8,2.3,0.2307
Tomatoes,3,9.2,64.1,1015.5,28.6,4.3,0.0941
Hay & Forages,3,4.5,65.2,1010.3,88.5,2.8,0.0
Almonds,5,23.4,69.8,1022.4,90.1,2.1,0.2689
Barley,10,18.0,80.2,1018.9,80.8,3.9,0.0449
Canola,2,4.3,68.9,1012.2,50.6,3.5,0.0089
Corn,7,30.7,70.5,1013.4,94.2,0.0,0.5662
Almonds,8,31.1,77.4,1011.7,102.5,0.9,0.324
Grapes,11,3.6,51.9,1014.3,52.3,1.0,0.0
Wheat,9,18.3,61.0,1014.2,48.9,4.2,0.5072
Almonds,3,10.1,73.8,1005.6,82.0,3.5,0.015
Lettuce,9,20.3,59.5,1010.4,96.0,0.0,0.1862
Sunflowers,11,3.0,45.2,1010.7,115.2,7.5,0.0
Hay & Forages,9,23.8,71.2,1011.4,236.9,3.4,0.7912
Rice,8,30.6,76.9,1015.7,98.6,4.8,0.2789
Soybeans,4,15.2,47.2,1008.8,54.0,1.6,0.0822
Barley,7,29.8,69.6,1014.0,88.2,0.3,0.729
Grapes,12,-0.9,67.8,1013.2,55.5,3.1,0.0
Dry Beans,2,3.7,45.7,1019.5,111.9,6.0,0.0
Oranges,7,31.4,76.0,1009.4,142.6,3.3,0.3304
Sugar Beets,4,14.8,53.9,1014.4,24.8,0.0,0.0393
Wheat,7,28.3,77.9,1016.4,161.2,3.2,0.5629
Barley,5,28.0,67.0,1026.3,3.1,2.7,0.0642
Wheat,9,21.6,94.8,1009.0,181.3,0.0,0.7293
Potatoes,1,-1.1,59.4,1010.9,0.6,3.7,0.0
Apples,12,-4.2,60.3,1013.7,173.6,0.0,0.0
Dry Beans,11,3.1,64.2,1016.1,89.3,3.7,0.0
Canola,7,27.2,74.6,1014.9,109.7,5.9,0.5821
Potatoes,2,7.5,54.9,1013.8,0.0,2.0,0.0
Barley,2,1.0,48.0,1022.4,53.5,1.6,0.0
Cotton,1,-4.6,50.5,1011.4,120.7,3.6,0.0347
Canola,12,3.2,51.2,1016.6,48.2,2.9,0.0
Tomatoes,7,34.1,80.5,1013.9,52.2,5.5,0.4766
Almonds,12,2.5,63.5,1025.5,27.8,0.0,0.0247
Sugar Beets,12,3.8,44.1,1011.6,95.9,3.6,0.0
Canola,2,-5.0,89.6,1014.9,65.8,2.3,0.0329
Apples,3,5.5,48.4,1012.7,47.8,0.8,0.0338
Cotton,6,25.6,75.8,1007.7,42.6,2.0,0.4714
Rice,12,-4.5,71.3,1009.8,26.5,9.2,0.0574
Hay & Forages,1,-0.7,48.0,1009.1,75.6,2.0,0.0
Canola,4,6.6,44.4,1020.1,1.2,2.0,0.0
Soybeans,6,31.5,62.4,1011.9,86.1,1.6,0.6735
Sugar Beets,6,35.1,67.3,1012.5,92.1,5.2,0.0
Lettuce,11,6.4,49.9,1004.6,66.1,2.6,0.0978
Potatoes,3,14.3,38.0,1011.2,93.5,0.0,0.1565
Dry Beans,9,20.0,82.1,1009.2,140.7,6.4,0.356
Corn,4,20.5,42.4,1012.0,76.3,4.0,0.2366
Sugar Beets,11,7.8,46.1,1012.8,89.6,2.4,0.0
Soybeans,2,-1.9,49.4,1017.4,63.8,3.2,0.0387
Dry Beans,7,31.3,80.8,1006.0,97.0,5.9,0.629
Wheat,1,6.1,52.6,1025.6,59.5,4.7,0.0
Apples,12,-2.0,65.7,1016.0,117.2,3.5,0.0
Sunflowers,12,-2.1,38.3,1013.1,11.8,3.4,0.0
Hay & Forages,7,33.2,76.4,1010.2,66.3,1.6,0.2075
Rice,10,18.3,62.3,1008.5,18.7,7.2,0.1623
Wheat,5,23.6,55.7,1008.1,70.9,2.9,0.2201
Apples,8,26.7,67.4,1015.4,142.2,3.8,0.7993
Lettuce,8,32.4,58.6,1018.3,51.2,4.2,0.4736
Sunflowers,2,6.7,38.4,1015.8,23.0,3.4,0.0236
Almonds,8,25.2,60.8,1006.7,68.4,0.0,0.5818
Peanuts,1,0.1,43.5,1005.9,8.8,4.9,0.0
Sorghum,12,2.0,66.6,1011.6,67.4,3.9,0.0
Sunflowers,2,7.6,68.2,1012.4,16.6,1.7,0.0
Dry Beans,4,15.0,67.1,1014.6,45.2,4.0,0.0506
Potatoes,5,18.5,71.0,1011.3,49.7,2.7,0.4017
Tomatoes,2,-0.5,66.7,1017.8,11.7,4.8,0.0
Canola,12,2.2,43.5,1021.2,99.9,5.5,0.0469
Canola,10,14.9,65.6,1013.8,117.7,3.5,0.3857
Lettuce,1,1.4,49.3,1017.6,89.0,2.7,0.036
Barley,8,32.0,83.9,1013.6,122.3,4.3,0.3026
Corn,1,3.3,31.6,1013.9,37.0,0.8,0.0
Soybeans,1,0.6,53.8,1010.5,76.6,3.6,0.1016
Canola,6,28.1,86.3,1006.4,52.8,4.1,0.3827
Cotton,4,16.9,58.6,1004.5,9.4,3.3,0.1137
Soybeans,12,6.8,45.5,1011.3,47.0,7.3,0.0
Oranges,7,30.4,79.8,1016.0,104.3,4.5,0.3389
Soybeans,10,15.4,45.4,1018.1,58.4,3.6,0.0
Soybeans,4,19.2,64.8,1007.3,83.9,3.0,0.0
Sorghum,5,22.1,75.2,1020.1,168.8,4.6,0.4553
Corn,2,0.7,58.8,1017.4,77.7,0.2,0.0
Oranges,2,5.1,60.4,1013.7,7.3,6.4,0.0001
Corn,5,18.2,82.7,999.1,16.5,2.3,0.0774
Rice,2,1.9,77.1,1011.4,86.0,5.1,0.0072
Potatoes,7,33.8,67.7,1012.5,41.8,5.4,0.1112
Potatoes,2,4.6,69.8,1011.8,20.8,0.0,0.0286
Apples,3,10.2,48.5,1016.6,12.5,0.0,0.0
Soybeans,6,23.9,70.7,1018.6,87.1,3.6,0.5061
Apples,3,14.8,57.3,1019.0,25.5,2.2,0.1318
Oranges,12,3.4,74.1,1010.0,130.9,5.1,0.0759
Barley,6,29.3,90.4,1017.2,45.4,5.4,0.4911
Sorghum,6,28.6,84.6,1011.5,43.4,1.5,0.2752
Canola,2,-0.2,66.8,1021.3,52.8,1.7,0.0257
Canola,10,19.2,60.1,1010.9,109.4,0.1,0.6703
Cotton,1,0.0,55.6,1004.1,32.5,5.9,0.0
Hay & Forages,4,18.2,69.6,1007.8,60.6,4.4,0.0197
Sunflowers,2,-2.4,45.4,1014.3,71.9,2.3,0.0408
Grapes,10,14.4,77.3,1014.7,97.6,2.4,0.2903
Sugar Beets,3,7.5,66.6,1025.2,51.2,4.7,0.0
Rice,9,25.2,84.6,1016.1,81.1,3.0,0.4319
Canola,2,4.2,59.3,1021.1,24.4,4.2,0.0
Almonds,11,8.9,59.2,1007.3,232.4,6.2,0.2391
Sunflowers,2,5.0,55.0,1017.0,21.9,0.9,0.117
Potatoes,11,7.9,68.4,1011.7,123.5,1.9,0.0711
Canola,3,4.9,80.7,1006.1,30.9,5.6,0.0188
Sugar Beets,8,28.3,74.5,1022.6,146.2,2.1,0.385
Sunflowers,8,29.3,84.4,1014.4,83.2,2.3,0.9253
Almonds,1,-2.4,49.5,1004.7,70.5,4.3,0.0
Grapes,10,19.1,74.7,1029.6,185.5,5.8,0.4296
Cotton,12,4.5,48.3,1013.1,68.5,3.6,0.0
Hay & Forages,7,28.1,77.7,1015.4,105.7,3.7,0.4344
Dry Beans,1,1.6,62.4,1011.0,7.8,3.3,0.0
Wheat,1,-1.9,54.8,1015.6,24.5,6.3,0.021
Dry Beans,6,21.4,76.8,1011.6,97.8,5.6,0.564
Hay & Forages,7,28.5,74.6,1019.4,110.3,1.5,0.45
Hay & Forages,6,21.3,80.3,1010.3,99.2,0.0,0.364
Sugar Beets,9,20.3,77.1,1014.1,53.4,3.5,0.3457
Barley,3,4.9,60.6,1005.3,1.6,1.4,0.0206
Oranges,8,24.7,87.7,1016.3,182.2,2.4,0.6155
Canola,10,9.2,61.4,1012.8,123.1,4.0,0.179
Dry Beans,2,-4.2,59.7,1007.2,112.7,4.2,0.0042
Wheat,7,25.7,69.6,1005.8,61.4,1.7,0.4892
Grapes,3,7.1,44.0,1013.0,59.9,0.0,0.0
Apples,1,4.5,59.3,1015.1,34.0,5.4,0.1612
Sorghum,8,28.5,84.5,1020.0,62.5,0.4,0.3804
Lettuce,5,22.8,72.1,1015.1,73.0,0.0,0.5754
Apples,12,1.1,47.0,1010.6,88.9,4.5,0.0254
Sorghum,9,18.7,86.4,1020.0,68.7,4.1,0.5138
Apples,4,15.6,68.3,1020.7,64.9,5.5,0.3476
Soybeans,5,23.4,53.3,1014.4,46.3,2.1,0.2387
Potatoes,9,24.0,76.3,1013.9,100.5,7.2,0.4498
Canola,6,28.1,56.3,1005.3,88.1,4.4,0.5027
Rice,12,-1.3,52.9,1008.3,106.0,3.5,0.0
Cotton,7,32.8,84.3,1011.0,73.8,4.5,0.2321
Apples,9,20.8,46.5,1012.6,94.9,5.1,0.5504
Barley,6,24.8,60.3,1010.3,120.5,2.4,0.9896
Sugar Beets,6,27.7,53.9,1015.8,136.9,2.4,0.3086
Barley,3,6.8,51.0,1016.8,33.3,4.1,0.0
Lettuce,5,22.3,73.2,1010.1,16.5,3.6,0.2282
Lettuce,10,17.6,58.3,1014.8,162.6,1.6,0.0036
Grapes,9,21.5,74.0,1017.6,95.5,5.3,0.5868
Canola,7,25.3,70.4,1010.2,92.3,1.9,0.7825
Soybeans,2,1.6,57.2,1015.8,105.8,4.2,0.0
Barley,1,-1.5,62.0,1014.5,26.3,2.6,0.0
Wheat,5,22.2,64.6,1020.8,36.4,4.5,0.1186
Hay & Forages,2,5.0,50.4,1009.3,54.8,0.0,0.0
Potatoes,9,22.6,70.5,1009.9,61.2,2.2,0.5102
Hay & Forages,2,-2.9,55.6,1018.4,49.4,0.0,0.0258
Hay & Forages,8,29.5,83.8,1013.6,161.3,2.4,0.7818
Lettuce,12,4.3,45.9,1017.5,48.4,3.7,0.0179
Cotton,1,-3.9,56.3,1014.4,31.3,6.8,0.051
Sunflowers,3,6.7,67.8,1007.2,64.3,5.0,0.0344
Apples,5,19.5,53.8,1017.0,115.1,1.0,0.7197
Soybeans,10,14.0,76.7,1006.1,165.3,0.6,0.0
Lettuce,11,2.3,65.5,1016.6,49.2,3.5,0.0363
Oranges,12,2.2,60.2,1016.0,38.9,7.1,0.0
Potatoes,9,22.5,87.7,1017.0,92.5,3.3,0.6204
Grapes,10,16.6,61.2,1010.5,56.8,2.2,0.2785
Dry Beans,9,26.7,79.7,1006.6,61.1,1.9,0.5349
Canola,12,4.7,42.6,1010.9,37.0,2.4,0.0016
Canola,8,25.6,70.7,1017.3,105.1,4.1,0.6511
Rice,11,9.4,42.2,1007.7,113.9,4.3,0.0042
Potatoes,12,1.1,58.1,1013.2,26.2,0.8,0.0
Soybeans,1,-3.1,42.1,1013.3,0.0,4.0,0.0
Tomatoes,1,-3.3,59.7,1021.5,25.6,4.0,0.0
Corn,9,18.5,55.2,1022.6,90.9,5.1,0.1741
Oranges,2,1.6,51.4,1012.3,1.3,4.8,0.0245
Grapes,12,3.9,56.2,1012.8,130.7,2.9,0.0896
Sunflowers,5,18.7,69.3,1016.4,92.4,1.1,0.2476
Sugar Beets,6,25.5,62.9,1013.3,118.6,0.1,0.5271
Wheat,10,18.8,75.6,1015.0,101.7,1.2,0.697
Dry Beans,9,24.9,61.3,1018.1,186.4,3.3,0.4956
Oranges,10,14.9,79.2,1019.1,61.9,2.9,0.3408
Cotton,1,4.0,78.0,1008.6,109.2,3.2,0.0632
Almonds,8,32.3,64.1,1005.8,111.6,2.5,0.182
Canola,9,16.6,46.8,1022.9,166.5,0.5,0.4735
Peanuts,6,29.7,84.1,1007.0,143.1,1.1,0.8597
Barley,4,14.3,52.2,1010.0,41.8,5.9,0.0375
Sunflowers,2,3.0,79.5,1013.8,221.6,6.2,0.0331
Grapes,9,26.1,77.0,1014.2,63.0,2.7,0.6925
Tomatoes,7,34.0,96.9,1006.7,129.0,0.0,0.5109
Barley,8,30.8,63.2,1010.6,42.8,3.2,0.4267
Hay & Forages,11,12.5,61.3,1009.4,77.6,2.4,0.1133
Almonds,9,22.7,63.2,1017.9,69.8,4.0,0.5845
Sunflowers,3,9.3,45.0,1009.8,0.0,8.3,0.0
Soybeans,10,16.2,55.2,1011.7,148.3,3.4,0.0153
Apples,5,21.5,71.4,1012.2,50.7,7.9,0.2844
Wheat,9,22.8,83.4,1009.5,99.5,0.9,0.9296
Rice,2,-1.5,54.7,1017.5,49.9,2.6,0.0
Tomatoes,11,6.0,63.8,1014.2,78.7,0.6,0.0127
Grapes,6,24.5,69.3,1010.2,18.0,2.7,0.1618
Corn,9,19.6,76.6,1016.4,88.6,6.3,0.1981
Oranges,7,26.4,78.5,1009.0,75.4,4.9,0.4272
Sunflowers,10,12.0,66.4,1021.9,75.0,3.0,0.1373
Sorghum,12,1.4,73.0,1003.3,62.4,6.8,0.0
Canola,5,25.6,61.5,1006.6,57.7,5.2,0.4027
Sunflowers,6,31.2,76.7,1012.1,90.0,4.0,0.6835
Potatoes,2,2.4,52.8,1012.3,130.0,2.3,0.0741
Lettuce,10,13.4,66.9,1009.5,116.9,0.3,0.0
Oranges,8,30.0,69.8,1008.0,64.2,3.8,0.1778
Barley,12,2.8,45.2,1009.1,28.6,2.0,0.0101
Sunflowers,12,-1.8,64.9,1012.3,46.0,3.9,0.0
Dry Beans,7,28.5,78.3,1011.4,119.1,4.7,0.8329
Dry Beans,1,2.6,48.6,1009.8,132.0,3.8,0.0795
Tomatoes,4,11.7,60.7,1008.7,10.2,3.3,0.0
Hay & Forages,7,32.9,89.2,1006.6,132.3,5.0,0.2894
Almonds,9,20.6,61.9,1014.5,71.5,3.3,0.6292
Sorghum,1,-3.3,64.3,1008.7,93.5,5.4,0.0
Rice,8,29.9,66.9,1011.8,74.0,3.4,0.2764
Hay & Forages,10,17.7,74.4,1010.1,89.1,5.8,0.3939
Almonds,5,26.3,61.4,1017.8,157.0,3.2,0.261
Barley,2,-1.0,60.7,1020.0,2.6,7.2,0.0
Apples,8,28.4,82.3,1008.4,169.8,5.3,0.6045
Peanuts,11,7.7,54.5,1010.8,258.7,3.1,0.0226
Tomatoes,11,7.3,62.2,1015.5,43.9,6.3,0.0
Canola,8,30.2,78.0,1021.1,107.1,3.3,0.3976
Sugar Beets,2,-1.5,61.9,1029.5,36.2,1.8,0.0115
Potatoes,7,26.0,63.5,1011.2,71.6,4.7,0.5337
Grapes,5,26.9,62.1,1008.7,83.7,3.6,0.2841
Sugar Beets,5,20.2,73.8,1018.7,52.3,9.6,0.1733
Dry Beans,10,8.0,45.1,1016.1,66.0,4.1,0.0775
Almonds,7,32.5,92.5,1010.8,119.7,1.8,0.2206
Sorghum,5,18.9,81.8,1024.2,38.3,2.2,0.2212
Apples,9,23.9,75.4,1008.9,153.0,5.9,0.5773
Oranges,1,-1.0,76.1,1014.7,192.2,6.0,0.0
Almonds,7,27.0,85.6,1003.5,24.6,0.0,0.2265
Canola,11,5.9,64.5,1019.5,90.0,3.7,0.0262
Peanuts,5,19.8,65.9,1017.8,35.3,2.4,0.122
Soybeans,3,6.6,71.5,1019.7,2.0,3.2,0.0
Cotton,1,-4.7,58.1,1016.9,27.4,2.6,0.0761
Potatoes,11,11.3,38.9,1007.9,86.9,2.7,0.0383
Apples,5,22.0,75.6,1015.0,47.4,5.5,0.507
Sorghum,9,18.1,61.2,1014.9,53.5,0.0,0.3897
Potatoes,4,16.3,56.2,1012.0,47.7,2.3,0.2717
Almonds,6,30.7,80.7,1017.0,61.9,0.3,0.1144
Canola,9,27.2,69.0,1013.7,92.4,0.0,0.6759
Sunflowers,10,12.7,49.0,1011.7,148.2,1.2,0.0892
Cotton,10,15.0,65.6,1009.7,121.4,0.4,0.1826
Sugar Beets,7,29.5,85.7,1010.2,81.7,5.9,0.1798
Cotton,5,23.5,79.2,1009.7,34.0,4.3,0.4067
Sunflowers,11,7.2,69.2,1009.0,111.5,0.0,0.075
Rice,7,34.7,68.8,1010.7,165.5,0.8,0.1722
Oranges,12,8.4,33.7,1014.2,35.3,2.1,0.0
Cotton,7,28.7,86.7,1007.6,94.2,3.5,0.4905
Corn,8,30.9,59.2,1014.4,55.3,6.5,0.2241
Lettuce,5,22.3,55.0,1015.5,144.4,6.9,0.3502
Sorghum,2,3.4,60.5,1004.7,84.5,3.1,0.046
Dry Beans,12,4.3,42.8,1006.8,79.6,5.9,0.0362
Sunflowers,6,27.7,71.4,1013.3,91.3,2.7,0.6981
Hay & Forages,4,12.9,47.3,1012.1,6.4,0.6,0.0648
Soybeans,9,22.9,73.3,1012.8,60.9,0.0,0.3202
Corn,10,15.5,62.2,1020.0,119.1,6.9,0.0221
Hay & Forages,1,2.1,61.6,1010.9,93.5,2.8,0.0303
Barley,8,29.6,65.0,1012.5,82.8,2.9,0.5269
Soybeans,6,26.8,79.1,1009.9,36.8,2.8,0.4585
Peanuts,4,11.6,78.3,1010.0,16.4,1.9,0.0
Sunflowers,5,23.2,72.1,1013.9,66.2,3.3,0.3592
Peanuts,4,17.8,62.4,1022.4,4.1,0.0,0.0001
Sunflowers,12,8.3,64.4,1017.7,34.5,4.0,0.0
Almonds,9,15.3,78.6,1013.7,136.7,1.9,0.8122
Wheat,7,30.5,80.7,1019.5,67.1,2.2,0.3806
Grapes,3,8.2,73.3,1013.8,5.6,3.4,0.0051
Almonds,7,29.6,89.6,1014.6,101.6,4.1,0.3347
Tomatoes,2,0.3,49.5,1010.9,58.0,2.9,0.0283
Cotton,2,0.3,65.0,1017.5,96.5,4.5,0.0306
Grapes,6,29.3,72.4,1011.2,120.7,3.4,0.5211
Cotton,8,25.3,86.1,1016.7,132.9,0.9,0.6801
Apples,7,27.0,74.7,1011.1,127.2,2.3,0.8413
Peanuts,8,33.9,75.5,1010.5,68.8,4.4,0.3885
Lettuce,11,9.8,55.8,1011.8,74.4,2.3,0.0549
Wheat,12,0.3,57.6,1024.0,50.8,1.2,0.0074
Wheat,8,33.4,69.0,1014.9,155.8,1.7,0.4953
Canola,12,5.6,49.8,1005.6,34.2,2.2,0.0763
Tomatoes,3,9.7,65.0,1012.4,66.6,2.0,0.1517
Canola,8,29.6,61.1,1009.6,108.1,4.4,0.3825
Almonds,8,27.7,82.9,1012.8,87.5,2.1,0.4837
Potatoes,10,18.4,55.2,1016.6,65.4,1.3,0.3725
Cotton,5,24.6,63.9,1004.7,63.8,2.4,0.6143
Soybeans,8,25.2,67.8,1010.7,33.8,3.6,0.4685
Potatoes,4,12.6,52.4,1005.9,25.7,2.2,0.1258
Potatoes,10,8.3,54.8,1012.9,130.2,2.1,0.1208
Grapes,8,28.8,91.9,1014.9,101.9,2.9,0.7688
Tomatoes,3,6.2,53.5,1018.5,3.8,2.7,0.0137
Cotton,2,2.3,62.2,1020.2,16.6,3.4,0.0
Dry Beans,9,18.9,77.8,1014.1,107.7,0.0,0.3143
Tomatoes,1,7.9,62.9,1008.0,35.9,1.5,0.0
Rice,8,27.0,46.3,1009.1,109.9,0.7,0.6088
Wheat,1,-1.5,61.8,1016.1,0.0,1.9,0.0
Dry Beans,12,2.4,63.9,1010.8,52.1,2.1,0.0
Sorghum,9,21.1,61.1,1021.3,120.9,3.8,0.6426
Barley,2,4.1,69.9,1011.2,34.5,0.0,0.0
Sorghum,8,27.8,58.9,1013.9,167.0,0.2,0.8275
Peanuts,8,25.5,70.4,1020.1,53.7,0.0,0.549
Soybeans,5,22.9,62.2,1018.2,77.1,2.6,0.3153
Grapes,2,5.8,62.2,1017.0,48.9,2.2,0.0003
Sorghum,8,28.2,56.1,1007.9,76.4,3.4,0.4499
Tomatoes,1,-2.9,79.0,1015.8,59.0,5.2,0.0001
Wheat,7,30.9,91.2,1017.0,147.8,0.0,0.471
Rice,5,23.1,74.1,1014.7,138.3,5.5,0.7102
Almonds,7,30.3,74.5,1010.2,78.9,2.9,0.2289
Barley,12,2.1,55.4,1014.8,92.5,0.0,0.0074
Sugar Beets,9,15.2,73.5,1020.1,125.7,1.4,0.4178
Hay & Forages,4,16.3,61.6,1007.5,85.0,8.2,0.0371
Sunflowers,11,8.8,58.7,1005.6,43.1,3.6,0.0851
Rice,6,25.1,72.0,1020.4,31.7,6.1,0.491
Wheat,11,9.8,68.3,1017.3,285.1,2.9,0.0692
Sunflowers,1,-4.3,61.3,1008.6,65.3,4.6,0.0
Soybeans,7,35.1,59.2,1014.1,120.2,0.0,0.5239
Hay & Forages,7,31.6,83.6,1007.3,88.7,5.0,0.2257
Almonds,1,5.1,43.4,1017.2,60.5,4.9,0.0471
Almonds,3,6.8,55.7,1005.1,41.2,6.2,0.0502
Oranges,4,14.3,78.6,1005.3,20.1,1.5,0.138
